Archivo,Párrafo,Etiqueta,Confianza
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,donde comían. “Gringo” había hablado con Sumarán y lo presentó ,LABEL_1,0.8397704362869263
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,como otr a persona  peruana. Comieron juntos y ahí Sumarán se fue el ,LABEL_1,0.8293896913528442
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,día 19 y después regresó. “Gringo” les dijo que debían irse en bus ,LABEL_1,0.8313503265380859
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,a Antofagasta y de pronto llegó el auto con el coacusado. “Gringo” ,LABEL_1,0.8420307636260986
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"le dijo que subieran las mochilas al taxi colectivo , les indicó ",LABEL_1,0.8311902284622192
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,que irían  hasta Antofagasta y de ahí tomarían un bus a Santiago. ,LABEL_1,0.8636842966079712
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"Ahí no habló con el coacusado. En el vehículo  subieron él, ",LABEL_1,0.6838023662567139
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"Sumarán, “Gringo” y Alex. Sumarán iba de copiloto. Él sabía que ",LABEL_1,0.8452372550964355
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"transportaban mochilas con droga, pero  “Gringo” no le dijo el tipo ",LABEL_1,0.7536029815673828
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"de droga  que llevarían . Ellos subieron por Alto Hospicio, a ",LABEL_1,0.8580414652824402
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,instrucción del “Gringo”. Cuando volvió Sumarán al hotel pasó a ,LABEL_1,0.869255006313324
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"buscar sus cosas, eso se lo dijo Sumarán en el pas illo del hotel, ",LABEL_1,0.8374063372612
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,antes de abordar el colectivo. “Gringo” le indicó en cu ál vehículo  ,LABEL_1,0.8557075262069702
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"debía cargar las cosas. Él no contó nada a carabineros, ni prestó ",LABEL_1,0.6210094094276428
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"declaración. No entregó datos para ubicar al “Gringo”, porque su 8  ",LABEL_1,0.7922654747962952
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"celular se lo  llevó la fiscalía. En el viaje no conversaban, él ",LABEL_1,0.6787541508674622
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,venía dormido. Sumarán es el coacusado.  ,LABEL_1,0.7114294767379761
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"Finalmente , a su defensa señaló que  se contact ó con “Gringo” ",LABEL_1,0.845848023891449
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,en Oruro. Éste le dijo que irían a Santiago. Él siempre estuvo con ,LABEL_1,0.8539974689483643
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"ellos, él cree que era peruano. Las c osas venían con ellos desde ",LABEL_1,0.8178403377532959
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"Oruro, se las ent regó “Gringo”, quien  le entregó una mochila ",LABEL_1,0.8530389070510864
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,negra. Había dos mochilas más de color beige. Cuando “Gringo” le ,LABEL_1,0.8357372879981995
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,ofreció el trabajo estaba con Alex. De Oruro fueron a la frontera ,LABEL_1,0.8386525511741638
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,y cruzaron a pie. En Colchane tomaro n un bus. Cuand o lo detuvier on ,LABEL_1,0.8305003046989441
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"tenía 80 mil pesos, que era dinero que él tenía. No le habían ",LABEL_1,0.7042132616043091
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"alcanzado a pagar los 5 .000 dólares. En Iquique se alojaron él , ",LABEL_1,0.8441728353500366
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"Alex y “Gringo”. También estaba el coacusado, lo conoció el día ",LABEL_1,0.829136848449707
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"19, luego se fue  y volvió en un aut o donde subiero n las maletas. ",LABEL_1,0.85203617811203
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"No sabe el nombre del chofer del auto. Al ser detenidos , él, ",LABEL_1,0.7456601858139038
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"“Gringo” y Alex huyeron, estos últimos no fueron detenidos. El ",LABEL_1,0.7214268445968628
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"auto era de color negro. Cuando subieron los bultos , el chofer ",LABEL_1,0.7583951950073242
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"estaba al costado del auto , viendo cuan do subían las mochilas. No ",LABEL_1,0.6488886475563049
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"sabe si el chofer sabía lo que llevaban. Además del bolso, llevaba ",LABEL_1,0.7881565690040588
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,otro bolso con cosas personales. Además del dinero traía un ,LABEL_1,0.8204069137573242
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,teléfono celular consigo . ,LABEL_1,0.8160360455513
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,QUINTO: Que el delito de tráfico ilícito de s ustancias ,LABEL_1,0.8463737964630127
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"estupefacientes, requ iere para su configuración que una persona ",LABEL_1,0.816171407699585
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"trafique, bajo cualquier título, con sustancias estupefacientes o ",LABEL_1,0.8455260992050171
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"psicotrópicas -productoras de dependencia física o psíquica, ",LABEL_1,0.8453884720802307
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,capaces de provocar graves efectos tóxicos o daños cons iderables ,LABEL_1,0.7487295866012573
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,a la salud pública - o con las materias primas que sirvan para  ,LABEL_1,0.8545564413070679
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf, 9 ,LABEL_1,0.6018453240394592
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"obtenerlas o que, por cualquier medio, induzca, promueva o ",LABEL_1,0.7985930442810059
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,facilite el uso o consumo de ta les sustancias.  ,LABEL_1,0.7985420227050781
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"Se entenderá que “trafican” los que, sin contar con la ",LABEL_1,0.6949655413627625
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"autorización competente , importen, exporten, transport en, ",LABEL_1,0.8422939777374268
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"adquieran, transfieran, sustraigan, posean, suministren, guarden ",LABEL_1,0.791408360004425
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,o porten tales sustancias o materias primas.  ,LABEL_1,0.7909263372421265
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,SEXTO: Que el Min isterio Público para acreditar los hechos ,LABEL_1,0.8480855822563171
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"en que sustentó su acusación y, por ende, los elemen tos del tipo ",LABEL_1,0.8482546210289001
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"referido, rindió p rueba: ",LABEL_1,0.8613260984420776
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"A) Testimonial, presentando en estrados a los funcionarios ",LABEL_1,0.8449333310127258
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"de Carabineros , Boris Sandoval Ruiz  y Miguel Valdés Vergara , ",LABEL_1,0.9027290344238281
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"quienes adoptaron el procedimiento, específicamente, el control ",LABEL_1,0.8226110935211182
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,que se hizo a los acusados en el s ector La Negra de la Ruta 5 ,LABEL_1,0.8340080380439758
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"Norte de esta comuna, lo que tuvo como resultado el hallazgo de ",LABEL_1,0.8407180309295654
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,la droga . Tanto estos testigos como el fun cionario de la sección ,LABEL_1,0.7554987072944641
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,OS-7 Carlos Benavides Chacón  tomaron parte en  las diligencias ,LABEL_1,0.8823529481887817
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,inmediatamente posteriore s que se hic ieron tanto en el lugar del ,LABEL_1,0.8188267350196838
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,hallazgo como en dependencias de la sección OS7 de Antofagasta . ,LABEL_1,0.8436682820320129
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"Por otro lado, el testigo de identidad reserv ada J.A.C.L.  ",LABEL_1,0.8281021118164062
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,describió  el contacto que tuvo con los acusados al servir como ,LABEL_1,0.8212567567825317
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,chofer del ta xi colectivo en que se des plazaba la droga.  ,LABEL_1,0.8094567060470581
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"Finalmente, los r estantes testigos policiales , aunque ",LABEL_1,0.7772738337516785
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"participantes de las diligencias investigativas, no resultaron de ",LABEL_1,0.6660885810852051
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,mayor aporte ya que constituyeron prueba sobreabundante  y ,LABEL_1,0.8451042771339417
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"reiterativa , en el caso de Ramón Apablaza Herrera , por referirse ",LABEL_1,0.8689607977867126
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"a la toma de declaración del testigo J.A.C.L. , cuyo relato este 10  ",LABEL_1,0.888498067855835
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"último entregó directamente en el juicio , Nelson Carrizo Gómez , ",LABEL_1,0.8984110951423645
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,quien efectuó un análisis de teléfono que no arrojó ningún ,LABEL_1,0.7573285698890686
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"resultado  de interés , y los testigos Mario Cayul Paillalef  y ",LABEL_1,0.8711643815040588
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,Pablo Guzmán Zúñiga  que tomaron de claración al acusado Hamilton  ,LABEL_1,0.8886389136314392
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"Sumarán, el cual asimismo pr estó declaración en el juicio y qu e ",LABEL_1,0.8602577447891235
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,solamente tuvieron re levancia a l momento de determinar la ,LABEL_1,0.8080477714538574
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,concurrencia de la a tenuante de responsabilidad pedida por la ,LABEL_1,0.7878868579864502
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"defensa, como se analizará más adelante . ",LABEL_1,0.7808877825737
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,B) Documental:  ,LABEL_1,0.8722041845321655
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,1. Acta de pesaje y análisis de equipo “ Trunarc” de fecha 20 ,LABEL_1,0.8981598019599915
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,de febrero de 2022 . ,LABEL_1,0.8885531425476074
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,2. Tres informes del análisis  de equipo “ Trunarc” de fecha ,LABEL_1,0.879295289516449
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,20 de febrero de 2022.  ,LABEL_1,0.8719055652618408
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"3. Acta de recepción de droga Nº 245/2022 , de fecha 21 de ",LABEL_1,0.9143247604370117
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,febrero del 202 2 emanado del Servicio de Salud de Antofagasta . ,LABEL_1,0.8947172164916992
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"4. Reservado 4636-2022, de fecha 6 de abril de 2022 emanados ",LABEL_1,0.9129358530044556
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,del Instituto de Salud Pública.  ,LABEL_1,0.827471911907196
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,5. Un certificado  de inscripción y anotaciones vigentes de l ,LABEL_1,0.8768820762634277
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"automóvil  inscripción GPXV.13-0, marca Hyundai, modelo Accent, ",LABEL_1,0.907610297203064
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,color negr o.  ,LABEL_1,0.71449214220047
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,C) Pericial conforme al inciso final del artículo 315 del ,LABEL_1,0.8667614459991455
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,Código Procesal Penal:  ,LABEL_1,0.8123816251754761
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,1. Diez Protocolos de análisis químico del 4636-2022-M1-10 ,LABEL_1,0.8863126635551453
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"al 4636-2022-M10-10, todos de fecha 6 de abril del 2022 emanados ",LABEL_1,0.92064368724823
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,por el in stituto de salud pública  y suscritos po r el perito ,LABEL_1,0.8517880439758301
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,químico Basilio Chicahual Caniupán .  ,LABEL_1,0.8729574680328369
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf, 11 ,LABEL_1,0.5782982110977173
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,2. Informe de efectos y pe ligrosidad para la salud pública ,LABEL_1,0.8542889356613159
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,de la cocaína clorhidrato emanado del instituto de salud pública.  ,LABEL_1,0.8192082643508911
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"Finalmente, se incorporaron 10 fotografías d e las especies , ",LABEL_1,0.858275830745697
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,dinero y droga  incautadas . ,LABEL_1,0.8137637376785278
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"SÉPTIMO: Que la fiscal, en su alegato de  clausura, señaló ",LABEL_1,0.869175136089325
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,que la prueba ha permitido acreditar más allá de toda  duda ,LABEL_1,0.8221577405929565
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,razonable tanto el delito como la participación de los acusados  ,LABEL_1,0.7635068297386169
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,por lo que solicit ó su condena. No se configura a su juicio la ,LABEL_1,0.6869871616363525
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,atenuante de colaboración sustancial  ya que no hay una real ,LABEL_1,0.712193489074707
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"voluntad de esclarecer los hechos. En realidad,  se guarda ",LABEL_1,0.769658088684082
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,información y se caen en contradicciones sobre las circunstancias ,LABEL_1,0.8368688225746155
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,para el retorno a Iquique.   ,LABEL_1,0.7995948791503906
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"OCTAVO: Que, a su turno, la defensa del acu sado Juypa ",LABEL_1,0.8819306492805481
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,sostuvo en la clausura  que la actitud de su defendido  fue ,LABEL_1,0.8018242716789246
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"colaborativ a, entregando antecedentes relevantes de hechos que ",LABEL_1,0.838921844959259
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,los policías desconocían  sobre la persona que c oordinó el negocio ,LABEL_1,0.7289937138557434
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"y el recorrido de la droga, l as sumas que se pagarían y su  ",LABEL_1,0.8317903876304626
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,destino. ,LABEL_1,0.6883601546287537
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"Por su parte, la defensa del acusado Sumarán en el cierre  ",LABEL_1,0.8152456879615784
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,pidió el reconocimiento  de la atenuante de colaboración ,LABEL_1,0.8265801072120667
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,sustancial al esclarecimiento de los hechos. El acusado prestó ,LABEL_1,0.7692601680755615
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,declaración durante la investigación apo rtando antecedentes ,LABEL_1,0.8404362797737122
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"relevante s sobre sus movimientos en Antofagasta e Iquique, los ",LABEL_1,0.9003523588180542
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,cuales los testigos del Ministerio Público no tenía n como ,LABEL_1,0.7034397721290588
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"saberlo, lo que reviste de trascendencia su declaración.  ",LABEL_1,0.7815014123916626
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf, 12  ,LABEL_1,0.6631626486778259
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"Finalmente, dándose  la palabra a  los acusados, solamente  ",LABEL_1,0.7503259181976318
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,Hamilton Sumarán  señaló que  él no huyó ante la fiscalización de ,LABEL_1,0.7376700043678284
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"carabineros como lo afirmaron los testigos , mientras que José ",LABEL_1,0.8422874808311462
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,Juypa guardó silencio . ,LABEL_1,0.7963419556617737
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"NOVENO: Que, conforme a la prueba referida en el ",LABEL_1,0.8787754774093628
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"considerando sexto,  apreciada libremente de conformidad c on lo ",LABEL_1,0.5108259320259094
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"dispuesto en el artícul o 297 del Código Procesal Penal, se ",LABEL_1,0.844758927822113
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"tuvieron por acreditados, más allá de toda duda razonable, los ",LABEL_1,0.8054817914962769
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,siguientes hechos:  ,LABEL_1,0.8181543946266174
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"“El día 20 de Febrero del año 2022, alrededor de las 2:40 ",LABEL_1,0.9274222254753113
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"horas, en la Ruta 5 Norte a la altura del kilómetro  1355, sector ",LABEL_1,0.9112828969955444
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"garita de contr ol La Negra de la comu na de Antofagasta, ",LABEL_1,0.8672412037849426
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,funcionarios de Carabineros fiscalizar on un taxi colectivo placa ,LABEL_1,0.8403973579406738
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"patente única GPXV.13, marca Hyundai, modelo Accent, color negro, ",LABEL_1,0.8907380104064941
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,en cuyo interior se encontraban como pasajeros los acusados José ,LABEL_1,0.7940394282341003
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"Wilder Juypa Rojas y Hamilton Sumaran San doval, junto con otros ",LABEL_1,0.910395085811615
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"dos sujetos desconocidos, a quienes se les sometió a un control ",LABEL_1,0.701089084148407
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"de identidad preventivo, manifestando haber ingresado ilegalmente ",LABEL_1,0.7913327813148499
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"a Chile, descendiendo todos los ocupantes  del mencio nado ",LABEL_1,0.8488004207611084
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"vehículo, instantes en q ue los cuatro pasajero s se dieron a la ",LABEL_1,0.8195294141769409
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"fuga del lugar, siendo alcanzados los dos acusados y sometidos a ",LABEL_1,0.7939911484718323
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,un control de identidad y registro al tenor de lo dispuesto en el ,LABEL_1,0.826829195022583
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"artículo 85 del C ódigo Procesal Penal , encontrando que lo s ",LABEL_1,0.8627300262451172
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"imputados ya individualizad os, junto a los dos qu e lograron huir, ",LABEL_1,0.8382605314254761
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,transportaban y mantenían en su poder al interior del maletero ,LABEL_1,0.8320342302322388
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,del taxi colectivo 3 mochilas en cuyo interior guardaban un total  ,LABEL_1,0.8470978140830994
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf, 13 ,LABEL_1,0.5917713642120361
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,de 60 paquetes todos contenedores de cocaína clorhidrato co n un ,LABEL_1,0.8784783482551575
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"peso bruto total aproxim ado de 64 kilos 800 gramos, procediendo ",LABEL_1,0.8245299458503723
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,posteriormente a la detención de ambos imputados y a la ,LABEL_1,0.7965513467788696
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,incautación de especies y los teléfonos celulares  que portaban .” ,LABEL_1,0.8454073071479797
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"Los hechos precedentemente descritos, configuran el delito  ",LABEL_1,0.7600734233856201
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"de tráfico de drogas ya referido , toda vez que , a través de la ",LABEL_1,0.8337841629981995
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"prueba de cargo, se justificó indefectiblemente que los acusados ",LABEL_1,0.7539735436439514
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"fueron sorprendidos , poseyendo y  transportando en el vehículo en ",LABEL_1,0.8356896638870239
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,que se desplazaba n sustancias a que se refiere la citada ,LABEL_1,0.7317689657211304
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"disposición l egal sin contar con la autori zación competente, sin ",LABEL_1,0.5251075029373169
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"perjuicio que atendida la cantidad  de droga incautada, esto es, ",LABEL_1,0.8146853446960449
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"más de 64 kilos; el tipo de ésta –cocaína clorhidrato , con una ",LABEL_1,0.8913468718528748
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"pureza de 96% -, la forma en que se encontraba embalada en ",LABEL_1,0.8567525148391724
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,paquetes rectangula res y el modo en que estaba o culta al interior ,LABEL_1,0.8265398740768433
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"del automóvil en el que éstos se trasladaban , ciertamente ",LABEL_1,0.7934696674346924
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,evidencian que la misma se hallaba destinada a su transferencia o ,LABEL_1,0.8208943605422974
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,distribución a terceros .  ,LABEL_1,0.7942243814468384
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"DÉCIMO: Que, en efecto, se acreditó que la sustancia ",LABEL_1,0.8337364792823792
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"incautada correspondía a clorhidrat o de cocaína , a través de la ",LABEL_1,0.8360413908958435
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"prueba incorporada por el Ministerio Público, que determinó no ",LABEL_1,0.7708703279495239
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,sólo la naturaleza del estupefa ciente sino además su cantidad y ,LABEL_1,0.8639704585075378
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,la forma como fue encontrada oculta en 60 paquetes rectangulares ,LABEL_1,0.8327579498291016
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"enhuinchados con papel metálico , que los acusados trasladaba n en ",LABEL_1,0.8048624396324158
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"un vehículo, marca  marca Hyundai, modelo Accent , patente GPXV.13, ",LABEL_1,0.8937098979949951
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"por la ruta 5 norte  a la altu ra del Kilómetro 1.355, sector La ",LABEL_1,0.883985161781311
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,Negra de esta comuna.  14  ,LABEL_1,0.8277528285980225
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,Para ello se contó con los contundent es y concordantes ,LABEL_1,0.8325823545455933
128-2023 (MEcheverria) TIE Hamilton Sumarán y José Juypa.pdf,"testimonios de los f uncionarios de Carabineros , tanto por su ",LABEL_1,0.8113918304443359
